"CORP","NAME","SCHL","NAME_1","GR3","GR4","GR5","GR6","GR7","GR8"
3625,"Huntington Co Com Sch Corp",3035,"Salamonie School",37,45,45,0,0,0
3625,"Huntington Co Com Sch Corp",3037,"Lancaster Elementary School",59,61,67,0,0,0
3625,"Huntington Co Com Sch Corp",3061,"Crestview Middle School",0,0,0,188,186,207
3625,"Huntington Co Com Sch Corp",3065,"Huntington North High School",0,0,0,0,0,0
3625,"Huntington Co Com Sch Corp",3073,"Horace Mann Elementary School",0,0,0,0,0,0
3625,"Huntington Co Com Sch Corp",3075,"Northwest Elementary School",56,48,43,0,0,0
3625,"Huntington Co Com Sch Corp",3077,"Flint Springs Elementary",82,63,76,0,0,0
3625,"Huntington Co Com Sch Corp",3081,"Lincoln Elementary School",75,63,70,0,0,0
3640,"Medora Community School Corp",3093,"Medora Jr & Sr High School",0,0,0,23,19,22
3640,"Medora Community School Corp",3095,"Medora Elementary School",21,15,16,0,0,0
3675,"Seymour Community Schools",3105,"Cortland Elementary School",15,20,19,0,0,0
3675,"Seymour Community Schools",3133,"Seymour Senior High School",0,0,0,0,0,0
3675,"Seymour Community Schools",3135,"Margaret R Brown Elem School",84,62,59,0,0,0
3675,"Seymour Community Schools",3138,"Seymour Middle School",0,0,0,347,363,297
3675,"Seymour Community Schools",3141,"Emerson Elementary School",45,43,48,0,0,0
3675,"Seymour Community Schools",3153,"Seymour-Jackson Elementary School",103,93,95,0,0,0
3675,"Seymour Community Schools",3157,"Seymour-Redding Elem School",79,83,87,0,0,0
3695,"Brownstown Cnt Com Sch Corp",3107,"Brownstown Central Middle Sch",0,0,0,130,134,127
3695,"Brownstown Cnt Com Sch Corp",3126,"Brownstown Central High Sch",0,0,0,0,0,0
3695,"Brownstown Cnt Com Sch Corp",3129,"Brownstown Elementary School",104,120,120,0,0,0
3710,"Crothersville Community Schools",3121,"Crothersville Jr-Sr High School",0,0,0,42,42,39
3710,"Crothersville Community Schools",3122,"Crothersville Elementary Sch",35,43,38,0,0,0
3785,"Kankakee Valley School Corp",3181,"Kankakee Valley High School",0,0,0,0,0,0
3785,"Kankakee Valley School Corp",3183,"Kankakee Valley Middle School",0,0,0,264,278,290
3785,"Kankakee Valley School Corp",3184,"DeMotte Elementary School",162,0,0,0,0,0
3785,"Kankakee Valley School Corp",3197,"Wheatfield Elementary School",104,0,0,0,0,0
3785,"Kankakee Valley School Corp",3198,"Kankakee Valley Intermediate Schl",0,253,267,0,0,0
3815,"Rensselaer Central School Corp",3201,"Rensselaer Central High Sch",0,0,0,0,0,0
3815,"Rensselaer Central School Corp",3205,"Van Rensselaer Elementary School",117,100,108,0,0,0
3815,"Rensselaer Central School Corp",3213,"Rensselaer Central Primary School",2,3,0,0,0,0
3815,"Rensselaer Central School Corp",3221,"Rensselaer Middle School",0,0,0,131,132,149
3945,"Jay School Corp",3239,"Jay County High School",0,0,0,0,0,0
3945,"Jay School Corp",3241,"Bloomfield Elementary School",35,37,34,0,0,0
3945,"Jay School Corp",3247,"Redkey Elementary School",31,24,31,0,0,0
3945,"Jay School Corp",3257,"Pennville Elementary School",16,15,17,0,0,0
3945,"Jay School Corp",3265,"East Jay County Middle School",0,0,0,201,187,183
3945,"Jay School Corp",3273,"General Shanks Elem School",48,49,52,0,0,0
3945,"Jay School Corp",3277,"Judge Haynes Elementary Sch",28,39,35,0,0,0
3945,"Jay School Corp",3285,"West Jay County Middle School",0,0,0,84,82,102
3945,"Jay School Corp",3287,"East Elementary School",39,54,36,0,0,0
3945,"Jay School Corp",3289,"Westlawn Elementary Sch",41,37,43,0,0,0
3995,"Madison Consolidated Schools",3301,"Deputy Elementary School",21,17,27,0,0,0
3995,"Madison Consolidated Schools",3309,"Madison Consolidated High Sch",0,0,0,0,0,0
3995,"Madison Consolidated Schools",3313,"Madison Consolidated Jr High Sch",0,0,0,209,250,263
3995,"Madison Consolidated Schools",3321,"Rykers' Ridge Elementary School",35,31,31,0,0,0
3995,"Madison Consolidated Schools",3329,"Lydia Middleton Elem School",51,61,45,0,0,0
3995,"Madison Consolidated Schools",3333,"Emery O Muncie Elem School",118,103,88,0,0,0
4000,"Southwestern-Jefferson Co Con",3337,"Southwestern High School",0,0,0,0,0,0
4000,"Southwestern-Jefferson Co Con",3341,"Southwestern Elementary Sch",98,113,106,0,0,0
4000,"Southwestern-Jefferson Co Con",3343,"Southwestern Middle School",0,0,0,86,106,93
4015,"Jennings County Schools",3345,"Jennings County High School",0,0,0,0,0,0
4015,"Jennings County Schools",3349,"Sand Creek Elementary Sch",70,51,49,55,0,0
4015,"Jennings County Schools",3357,"Scipio Elementary School",55,41,36,45,0,0
4015,"Jennings County Schools",3361,"Graham Creek Elementary School",51,40,48,43,0,0
4015,"Jennings County Schools",3385,"Hayden Elementary School",46,35,35,42,0,0
4015,"Jennings County Schools",3389,"Brush Creek Elementary School",57,54,37,48,0,0
4015,"Jennings County Schools",3393,"Jennings County Middle School",0,0,0,0,374,370
4015,"Jennings County Schools",3397,"North Vernon Elementary School",107,115,82,117,0,0
4145,"Clark-Pleasant Com School Corp",3401,"Clark Elementary School",97,138,0,0,0,0
4145,"Clark-Pleasant Com School Corp",3421,"Whiteland Community High Sch",0,0,0,0,0,0
4145,"Clark-Pleasant Com School Corp",3422,"Clark Pleasant Intermediate Sch",0,0,489,480,0,0
4145,"Clark-Pleasant Com School Corp",3423,"Sawmill Woods Elementary School",0,0,0,0,0,0
4145,"Clark-Pleasant Com School Corp",3425,"Whiteland Elementary School",82,72,0,0,0,0
4145,"Clark-Pleasant Com School Corp",3427,"Clark Pleasant Middle Sch",0,0,0,0,493,505
4145,"Clark-Pleasant Com School Corp",3429,"Break-O-Day Elementary School",160,165,0,0,0,0
4145,"Clark-Pleasant Com School Corp",3430,"Pleasant Crossing Elementary",133,124,0,0,0,0
4205,"Center Grove Com Sch Corp",3434,"Sugar Grove Elementary Sch",137,123,128,0,0,0
4205,"Center Grove Com Sch Corp",3435,"Center Grove Elem School",99,127,135,0,0,0
4205,"Center Grove Com Sch Corp",3437,"Center Grove High School",0,0,0,0,0,0
4205,"Center Grove Com Sch Corp",3439,"Maple Grove Elementary School",136,122,130,0,0,0
4205,"Center Grove Com Sch Corp",3440,"North Grove Elementary School",86,119,95,0,0,0
4205,"Center Grove Com Sch Corp",3441,"Center Grove Middle Schl Central",0,0,0,316,320,336
4205,"Center Grove Com Sch Corp",3443,"Center Grove Middle School North",0,0,0,318,292,304
4205,"Center Grove Com Sch Corp",3444,"Pleasant Grove Elem Sch",109,89,107,0,0,0
4215,"Edinburgh Community Sch Corp",3447,"Edinburgh Community High Sch",0,0,0,0,0,0
4215,"Edinburgh Community Sch Corp",3449,"Edinburgh Comm Middle School",0,0,0,62,74,72
4215,"Edinburgh Community Sch Corp",3452,"East Side Elementary School",73,60,67,0,0,0
4225,"Franklin Community School Corp",3413,"Needham Elementary School",82,84,0,0,0,0
4225,"Franklin Community School Corp",3433,"Union Elementary School",45,25,0,0,0,0
4225,"Franklin Community School Corp",3445,"Franklin Community High Sch",0,0,0,0,0,0
4225,"Franklin Community School Corp",3457,"Franklin Community Middle School",0,0,0,0,389,371
4225,"Franklin Community School Corp",3458,"Custer Baker Intermediate School",0,0,374,367,0,0
4225,"Franklin Community School Corp",3461,"Northwood Elementary School",83,97,0,0,0,0
4225,"Franklin Community School Corp",3465,"Webb Elementary School",52,75,0,0,0,0
4225,"Franklin Community School Corp",3467,"Creekside Elementary Sch",108,91,0,0,0,0
4245,"Greenwood Community Sch Corp",3473,"Greenwood Community High Sch",0,0,0,0,0,0
4245,"Greenwood Community Sch Corp",3475,"Greenwood Middle School",0,0,0,283,315,319
4245,"Greenwood Community Sch Corp",3477,"Greenwood Northeast Elem Sch",50,58,52,0,0,0
4245,"Greenwood Community Sch Corp",3479,"Westwood Elementary Sch",57,89,82,0,0,0
4245,"Greenwood Community Sch Corp",3481,"V O Isom Central Elem School",55,80,59,0,0,0
4245,"Greenwood Community Sch Corp",3483,"Southwest Elem Sch",89,83,94,0,0,0
4255,"Nineveh-Hensley-Jackson United",3409,"Indian Creek Elementary Sch",0,1,1,0,0,0
4255,"Nineveh-Hensley-Jackson United",3411,"Indian Creek Intermediate Sch",128,128,137,0,0,0
4255,"Nineveh-Hensley-Jackson United",3418,"Indian Creek Middle School",0,0,0,151,155,161
4255,"Nineveh-Hensley-Jackson United",3419,"Indian Creek Sr High Sch",0,0,0,0,0,0
4315,"North Knox School Corp",3521,"North Knox Primary School",0,0,0,0,0,0
4315,"North Knox School Corp",3537,"North Knox Jr-Sr High School",0,0,0,0,108,102
4315,"North Knox School Corp",3545,"North Knox Intermediate",102,101,88,98,0,0
4325,"South Knox School Corp",3489,"South Knox Elementary School",95,91,94,97,0,0
4325,"South Knox School Corp",3490,"South Knox Middle-High School",0,0,0,0,92,85
4335,"Vincennes Community Sch Corp",3509,"Benjamin Franklin Elem School",74,71,58,0,0,0
4335,"Vincennes Community Sch Corp",3553,"Lincoln High School",0,0,0,0,0,0
4335,"Vincennes Community Sch Corp",3557,"George Rogers Clark Sch",0,0,0,173,200,206
4335,"Vincennes Community Sch Corp",3573,"James Whitcomb Riley Elem Sch",28,24,24,0,0,0
4335,"Vincennes Community Sch Corp",3577,"Tecumseh-Harrison Elem Sch",47,53,65,0,0,0
4335,"Vincennes Community Sch Corp",3581,"Francis Vigo Elementary Sch",47,47,52,0,0,0
4345,"Wawasee Community School Corp",3625,"North Webster Elementary Sch",94,84,84,0,0,0
4345,"Wawasee Community School Corp",3630,"Wawasee Middle School",0,0,0,150,200,160
4345,"Wawasee Community School Corp",3635,"Milford School",60,63,60,65,75,68
4345,"Wawasee Community School Corp",3637,"Syracuse Elementary School",74,94,65,0,0,0
4345,"Wawasee Community School Corp",3639,"Wawasee High School",0,0,0,0,0,0
4415,"Warsaw Community Schools",3589,"Claypool Elementary School",54,60,38,49,0,0
4415,"Warsaw Community Schools",3607,"Lakeview Middle School",0,0,0,0,312,257
4415,"Warsaw Community Schools",3608,"Eisenhower Elementary School",54,81,53,79,0,0
4415,"Warsaw Community Schools",3610,"Harrison Elementary School",78,82,77,72,0,0
4415,"Warsaw Community Schools",3613,"Leesburg Elementary School",54,59,62,69,0,0
4415,"Warsaw Community Schools",3647,"Warsaw Community HS",0,0,0,0,0,0
4415,"Warsaw Community Schools",3653,"Edgewood Middle School",0,0,0,0,264,305
4415,"Warsaw Community Schools",3661,"Jefferson Elementary School",82,85,66,61,0,0
4415,"Warsaw Community Schools",3665,"Lincoln Elementary School",72,68,70,67,0,0
4415,"Warsaw Community Schools",3673,"Madison Elementary School",55,72,72,90,0,0
4415,"Warsaw Community Schools",3677,"Washington Elementary School",71,57,63,62,0,0
4445,"Tippecanoe Valley School Corp",2139,"Akron Elementary School",68,71,65,0,0,0
4445,"Tippecanoe Valley School Corp",3602,"Tippecanoe Valley High School",0,0,0,0,0,0
4445,"Tippecanoe Valley School Corp",3603,"Mentone Elementary School",78,79,79,0,0,0
4445,"Tippecanoe Valley School Corp",3619,"Tippecanoe Valley Middle Sch",0,0,0,135,167,161
4455,"Whitko Community School Corp",3642,"Pierceton Elementary School",58,67,62,0,0,0
4455,"Whitko Community School Corp",3644,"Whitko Middle Sch",0,0,0,104,126,120
4455,"Whitko Community School Corp",9173,"South Whitley Elementary Sch",53,68,50,0,0,0
4455,"Whitko Community School Corp",9191,"Whitko High School",0,0,0,0,0,0
4515,"Prairie Heights Com Sch Corp",3686,"Prairie Heights Elem Sch",93,97,0,0,0,0
4515,"Prairie Heights Com Sch Corp",3688,"Prairie Heights Middle School",0,0,97,112,110,113
4515,"Prairie Heights Com Sch Corp",3690,"Prairie Heights Sr High Sch",0,0,0,0,0,0
4525,"Westview School Corporation",3697,"Westview Jr-Sr High School",0,0,0,2,212,220
4525,"Westview School Corporation",3698,"Topeka Elementary School",77,75,0,0,0,0
4525,"Westview School Corporation",3702,"Westview Elementary School",0,0,206,191,0,0
4525,"Westview School Corporation",3704,"Meadowview Elementary Sch",69,64,3,0,0,0
4525,"Westview School Corporation",3714,"Shipshewana-Scott Elem School",69,66,0,0,0,0
4535,"Lakeland School Corporation",3730,"Lakeland High School",0,0,0,0,0,0
4535,"Lakeland School Corporation",3731,"Parkside Elementary School",94,82,70,0,0,0
4535,"Lakeland School Corporation",3741,"Wolcott Mills Elementary Sch",27,38,39,0,0,0
4535,"Lakeland School Corporation",3743,"Lakeland Middle School",0,0,0,154,156,164
4535,"Lakeland School Corporation",3745,"Lima-Brighton Elementary",50,50,42,0,0,0
4570,"Northwest Indiana Spec Ed Coop",4287,"Eagle Park Community School",10,8,3,1,4,4
4580,"Hanover Community School Corp",3781,"Jane Ball Elementary School",84,77,85,0,0,0
4580,"Hanover Community School Corp",3782,"Lincoln Elementary School",81,78,77,0,0,0
4580,"Hanover Community School Corp",3784,"Hanover Central Middle School",0,0,0,150,189,193
4580,"Hanover Community School Corp",3785,"Hanover Central High Sch",0,0,0,0,0,0
4590,"River Forest Community Sch Corp",3791,"River Forest Jr-Sr High School",0,0,0,0,130,109
4590,"River Forest Community Sch Corp",3797,"Henry S Evans Elementary Sch",44,50,44,3,0,0
4590,"River Forest Community Sch Corp",3801,"River Forest Elementary Sch",42,34,34,94,0,0
4590,"River Forest Community Sch Corp",3805,"John I Meister Elementary School",41,39,43,1,0,0
4600,"Merrillville Community School",3809,"Merrillville High Sch",0,0,0,0,0,0
4600,"Merrillville Community School",3811,"Pierce Middle School",0,0,4,2,536,543
4600,"Merrillville Community School",3813,"Merrillville Intermediate School",0,0,471,508,0,0
4600,"Merrillville Community School",3821,"Henry P Fieler Elem Sch",71,89,0,0,0,0
4600,"Merrillville Community School",3822,"Homer Iddings Elem Sch",112,134,0,0,0,0
4600,"Merrillville Community School",3826,"Edgar L Miller Elem Sch",76,84,0,0,0,0
4600,"Merrillville Community School",3827,"John Wood Elementary School",49,69,0,0,0,0
4600,"Merrillville Community School",3829,"Jonas E Salk Elem Sch",138,139,0,0,0,0
4615,"Lake Central School Corp",3831,"Michael Grimmer Middle School",0,0,237,227,238,227
4615,"Lake Central School Corp",3833,"Lake Central High School",0,0,0,0,0,0
4615,"Lake Central School Corp",3837,"Kolling Elementary School",125,155,0,0,0,0
4615,"Lake Central School Corp",3838,"Hal E Clark Middle School",0,0,262,262,263,289
4615,"Lake Central School Corp",3839,"George Bibich Elementary Sch",101,133,0,0,0,0
4615,"Lake Central School Corp",3840,"James H Watson Elem Sch",101,104,0,0,0,0
4615,"Lake Central School Corp",3841,"Kahler Middle School",0,0,224,255,283,282
4615,"Lake Central School Corp",3843,"Protsman Elementary School",131,125,0,0,0,0
4615,"Lake Central School Corp",4349,"Homan Elementary School",120,109,0,0,0,0
4615,"Lake Central School Corp",4351,"Peifer Elementary School",100,109,0,0,0,0
4645,"Tri-Creek School Corporation",3753,"Oak Hill Elementary School",112,90,87,0,0,0
4645,"Tri-Creek School Corporation",3845,"Lake Prairie Elementary Sch",68,65,75,0,0,0
4645,"Tri-Creek School Corporation",3848,"Three Creeks Elem School",80,75,87,0,0,0
4645,"Tri-Creek School Corporation",3851,"Lowell Middle School",0,0,4,257,289,306
4645,"Tri-Creek School Corporation",3865,"Lowell Senior High School",0,0,0,0,0,0
4650,"Lake Ridge Schools",3869,"Calumet High School",0,0,0,0,0,0
4650,"Lake Ridge Schools",3885,"Longfellow Elementary School",100,76,77,0,0,0
4650,"Lake Ridge Schools",3889,"Hosford Park Elementary",53,49,46,0,0,0
4650,"Lake Ridge Schools",3893,"Lake Ridge Middle School",0,0,0,130,138,164
4660,"Crown Point Community Sch Corp",3761,"Robert Taft Middle School",0,0,0,302,314,292
4660,"Crown Point Community Sch Corp",3769,"Douglas MacArthur Elem Sch",85,79,68,0,0,0
4660,"Crown Point Community Sch Corp",3773,"Dwight D Eisenhower Elem Sch",94,91,94,0,0,0
4660,"Crown Point Community Sch Corp",3854,"Winfield Elementary School",0,0,0,0,0,0
4660,"Crown Point Community Sch Corp",3901,"Crown Point High School",0,0,0,0,0,0
4660,"Crown Point Community Sch Corp",3903,"Lake Street Elementary School",65,74,75,0,0,0
4660,"Crown Point Community Sch Corp",3905,"Solon Robinson Elementary Sch",76,81,91,0,0,0
4660,"Crown Point Community Sch Corp",3907,"Jerry Ross Elementary School",159,175,180,0,0,0
4660,"Crown Point Community Sch Corp",3913,"Timothy Ball Elementary Sch",71,109,84,0,0,0
4660,"Crown Point Community Sch Corp",3915,"Colonel John Wheeler Middle Schl",0,0,0,287,336,311
4670,"School City of East Chicago",3924,"East Chicago Central High Sch",0,0,0,0,0,0
4670,"School City of East Chicago",3933,"Benjamin Franklin Elem School",0,0,350,359,2,0
4670,"School City of East Chicago",3937,"Carrie Gosch Elementary School",63,75,0,0,0,0
4670,"School City of East Chicago",3941,"Benjamin Harrison Elementary Sch",76,74,0,0,0,0
4670,"School City of East Chicago",3945,"Abraham Lincoln Elementary Sch",82,73,0,0,0,0
4670,"School City of East Chicago",3953,"William McKinley Elementary Sch",77,89,0,0,0,0
4670,"School City of East Chicago",3961,"George Washington Elem School",67,65,0,0,0,0
4670,"School City of East Chicago",3963,"Joseph L Block Jr High School",0,0,0,0,135,131
4670,"School City of East Chicago",3967,"West Side Junior High School",0,0,0,0,187,180
4680,"Lake Station Community Schools",3965,"Thomas A Edison Jr-Sr HS",0,0,0,0,114,117
4680,"Lake Station Community Schools",3973,"Alexander Hamilton Elementary Sch",36,44,38,38,0,0
4680,"Lake Station Community Schools",3975,"Virgil I Bailey Elementary School",43,41,37,49,0,0
4680,"Lake Station Community Schools",3985,"Carl J Polk Elementary School",39,41,23,46,0,0
4690,"Gary Community School Corp",4029,"Lew Wallace (Sci-Tech-Eng-Math)",0,0,0,0,85,99
4690,"Gary Community School Corp",4053,"Benjamin Banneker Achievement Ctr",69,58,55,64,57,55
4690,"Gary Community School Corp",4057,"Mary M Bethune Early Child Dev Ctr",0,0,0,0,0,0
4690,"Gary Community School Corp",4061,"Beveridge Elementary School",55,44,44,33,0,0
4690,"Gary Community School Corp",4065,"Brunswick Elementary School",100,88,70,79,0,0
4690,"Gary Community School Corp",4081,"Dr Bernard C Watson Acad for Boys",25,18,20,21,0,0
4690,"Gary Community School Corp",4086,"Frankie W McCullough Acad for Girl",62,56,42,45,43,0
4690,"Gary Community School Corp",4104,"Jefferson Elementary School",96,36,43,56,0,0
4690,"Gary Community School Corp",4105,"Bailly Preparatory Academy",76,72,61,65,0,0
4690,"Gary Community School Corp",4113,"New Tech Innovative Institute",0,0,0,0,0,0
4690,"Gary Community School Corp",4121,"Jacques Marquette Elem School",120,84,76,45,0,0
4690,"Gary Community School Corp",4145,"Dunbar-Pulaski Academic & Career",0,0,0,0,209,178
4690,"Gary Community School Corp",4155,"Glen Park Acad for Excel in Lrn",79,73,52,65,0,0
4690,"Gary Community School Corp",4163,"West Side Leadership Academy",0,0,0,0,110,133
4690,"Gary Community School Corp",4165,"Daniel Webster Elem Sch",62,38,35,50,0,0
4690,"Gary Community School Corp",4168,"Wm A Wirt/Emerson VPA",0,0,14,65,79,78
4690,"Gary Community School Corp",4169,"Daniel Hale Williams Elem Sch",70,60,69,61,0,0
4700,"Griffith Public Schools",4171,"Beiriger Elementary School",65,67,59,63,0,0
4700,"Griffith Public Schools",4173,"Griffith Senior High School",0,0,0,0,0,0
4700,"Griffith Public Schools",4177,"Griffith Middle School",0,0,0,0,196,178
4700,"Griffith Public Schools",4185,"Eldon Ready Elementary School",64,56,58,55,0,0
4700,"Griffith Public Schools",4189,"Elsie Wadsworth Elem Sch",41,56,46,47,0,0
4710,"School City of Hammond",4411,"George Rogers Clark Md/HS",0,0,0,190,206,193
4710,"School City of Hammond",4413,"Donald E Gavit Mdl/High Sch",0,0,0,217,241,265
4710,"School City of Hammond",4415,"Hammond High School",0,0,0,0,0,0
4710,"School City of Hammond",4417,"Morton Senior High School",0,0,0,0,0,0
4710,"School City of Hammond",4422,"Joseph Hess Elementary School",94,89,87,0,0,0
4710,"School City of Hammond",4425,"Henry W Eggers Elem/Md Sch",0,0,0,237,265,219
4710,"School City of Hammond",4433,"Charles N Scott Middle School",0,0,0,275,279,266
4710,"School City of Hammond",4447,"Columbia Elementary School",46,57,42,0,0,0
4710,"School City of Hammond",4449,"Thomas A Edison Elem Sch",105,100,107,0,0,0
4710,"School City of Hammond",4451,"Benjamin Franklin Elem Sch",50,51,56,0,0,0
4710,"School City of Hammond",4453,"Warren G Harding Elem Sch",80,108,90,0,0,0
4710,"School City of Hammond",4455,"Washington Irving Elem Sch",89,87,102,0,0,0
4710,"School City of Hammond",4457,"Thomas Jefferson Elem Sch",76,74,65,0,0,0
4710,"School City of Hammond",4459,"Kenwood Elementary School",64,53,53,0,0,0
4710,"School City of Hammond",4461,"Lafayette Elementary School",64,60,50,0,0,0
4710,"School City of Hammond",4463,"Abraham Lincoln Elem Sch",97,106,100,0,0,0
4710,"School City of Hammond",4465,"Maywood Elementary School",65,60,61,0,0,0
4710,"School City of Hammond",4469,"Morton Elementary School",96,96,99,0,0,0
4710,"School City of Hammond",4479,"Lew Wallace Elementary School",64,61,53,0,0,0
4710,"School City of Hammond",4484,"Frank O'Bannon Elementary School",86,80,80,0,0,0
4720,"School Town of Highland",4281,"Highland High School",0,0,0,0,0,0
4720,"School Town of Highland",4283,"Highland Middle School",0,0,0,243,269,263
4720,"School Town of Highland",4285,"Judith Morton Johnston Elem",50,50,55,0,0,0
4720,"School Town of Highland",4290,"Mildred Merkley Elem School",50,55,53,0,0,0
4720,"School Town of Highland",4301,"Southridge Elementary School",64,76,58,0,0,0
4720,"School Town of Highland",4303,"Allen J Warren Elem Sch",50,50,54,0,0,0
4730,"School City of Hobart",4305,"Hobart High School",0,0,0,0,0,1
4730,"School City of Hobart",4309,"Hobart Middle School",0,0,0,328,303,330
4730,"School City of Hobart",4311,"The Early Lrn Cntr at George Earle",0,0,0,0,0,0
4730,"School City of Hobart",4317,"Liberty Elementary School",76,89,89,0,0,0
4730,"School City of Hobart",4325,"Ridge View Elementary School",57,54,59,0,0,0
4730,"School City of Hobart",4327,"Joan Martin Elementary School",157,149,165,1,0,0
4740,"School Town of Munster",4332,"Munster High School",0,0,0,0,0,0
4740,"School Town of Munster",4333,"Wilbur Wright Middle School",0,0,0,319,329,349
4740,"School Town of Munster",4337,"James B Eads Elementary Sch",95,92,84,0,0,0
4740,"School Town of Munster",4341,"Ernest R Elliott Elem Sch",51,80,69,0,0,0
4740,"School Town of Munster",4343,"Frank H Hammond Elem Sch",103,106,117,0,0,0
4760,"Whiting School City",4353,"Whiting High School",0,0,0,0,0,0
4760,"Whiting School City",4356,"Whiting Middle School",0,0,0,90,95,86
4760,"Whiting School City",4361,"Nathan Hale Elementary School",81,69,73,0,0,0
4805,"New Prairie United School Corp",4679,"Prairie View Elementary Sch",50,55,55,0,0,0
4805,"New Prairie United School Corp",4689,"New Prairie High School",0,0,0,0,0,0
4805,"New Prairie United School Corp",4693,"Rolling Prairie Elem Sch",75,88,65,0,0,0
4805,"New Prairie United School Corp",7345,"New Prairie Middle School",0,0,0,246,240,236
4805,"New Prairie United School Corp",7349,"Olive Township Elem Sch",78,80,76,0,0,0
4860,"M S D of New Durham Township",4699,"Westville Elementary School",60,68,65,69,0,0
4860,"M S D of New Durham Township",4701,"Westville High School",0,0,0,0,75,76
4915,"Tri-Township Cons School Corp",4692,"LaCrosse School",0,0,0,0,0,0
4915,"Tri-Township Cons School Corp",4696,"Wanatah School",29,31,22,36,24,26
4925,"Michigan City Area Schools",4373,"Coolspring Elementary School",44,32,52,0,0,0
4925,"Michigan City Area Schools",4713,"Springfield Elementary School",33,37,45,0,0,0
4925,"Michigan City Area Schools",4715,"Elston Middle School",0,0,0,146,185,166
4925,"Michigan City Area Schools",4788,"Martin T Krueger Middle Sch",0,0,0,146,146,147
4925,"Michigan City Area Schools",4789,"Barker Middle Sch",0,0,0,146,179,155
4925,"Michigan City Area Schools",4795,"Michigan City High Sch",0,0,0,0,0,0
4925,"Michigan City Area Schools",4805,"Edgewood Elementary School",48,47,40,0,0,0
4925,"Michigan City Area Schools",4811,"Lake Hills Elementary School",59,59,62,0,0,0
4925,"Michigan City Area Schools",4821,"Joy Elementary School",67,61,69,0,0,0
4925,"Michigan City Area Schools",4825,"Knapp Elementary School",50,55,54,0,0,0
4925,"Michigan City Area Schools",4829,"Niemann Elementary School",41,38,38,0,0,0
4925,"Michigan City Area Schools",4833,"Marsh Elementary School",44,42,27,0,0,0
4925,"Michigan City Area Schools",6829,"Pine Elementary School",51,50,38,0,0,0
4940,"South Central Com School Corp",4734,"South Central Elem School",66,73,72,64,0,0
4940,"South Central Com School Corp",4737,"South Central Jr-Sr High Sch",0,0,0,0,75,78
4945,"LaPorte Community School Corp",4707,"Indian Trail Elem Sch",44,46,48,0,0,0
4945,"LaPorte Community School Corp",4717,"Kesling Middle School",0,0,0,246,271,268
4945,"LaPorte Community School Corp",4721,"Kingsford Heights Elem Sch",46,45,37,0,0,0
4945,"LaPorte Community School Corp",4727,"Kingsbury Elementary School",71,59,69,0,0,0
4945,"LaPorte Community School Corp",4741,"LaPorte High School",0,0,0,0,0,0
4945,"LaPorte Community School Corp",4745,"Paul F Boston Middle School",0,0,0,242,233,251
4945,"LaPorte Community School Corp",4749,"Hailmann Elementary School",74,65,72,0,0,0
4945,"LaPorte Community School Corp",4753,"F Willard Crichfield Elem Sch",87,91,71,0,0,0
4945,"LaPorte Community School Corp",4757,"Lincoln Elementary School",43,44,42,0,0,0
4945,"LaPorte Community School Corp",4767,"Riley Elementary School",55,62,51,0,0,0
4945,"LaPorte Community School Corp",4773,"Handley Elementary School",57,72,46,0,0,0
5075,"North Lawrence Com Schools",4857,"Fayetteville Elementary Sch",26,24,19,0,0,0
5075,"North Lawrence Com Schools",4865,"Needmore Elementary School",36,31,37,0,0,0
5075,"North Lawrence Com Schools",4869,"Springville Elementary School",51,46,37,0,0,0
5075,"North Lawrence Com Schools",4873,"Heltonville Elementary School",13,23,15,0,0,0
5075,"North Lawrence Com Schools",4878,"Oolitic Middle School",0,0,0,117,99,110
5075,"North Lawrence Com Schools",4881,"Englewood School",0,4,0,0,1,3
5075,"North Lawrence Com Schools",4885,"Dollens Elementary School",35,48,42,0,0,0
5075,"North Lawrence Com Schools",4889,"Shawswick Elementary School",57,44,62,0,0,0
5075,"North Lawrence Com Schools",4891,"Shawswick Middle School",0,0,0,74,68,82
5075,"North Lawrence Com Schools",4905,"Bedford Middle School",0,0,0,203,189,235
5075,"North Lawrence Com Schools",4909,"Lincoln Elementary School",51,42,44,0,0,0
5075,"North Lawrence Com Schools",4911,"Bedford-North Lawrence High School",0,0,0,0,0,0
5075,"North Lawrence Com Schools",4917,"Parkview Primary School",0,0,0,0,0,0
5075,"North Lawrence Com Schools",4921,"Stalker Elementary School",38,33,34,0,0,0
5075,"North Lawrence Com Schools",4932,"Parkview Intermediate School",66,83,79,1,0,0
5085,"Mitchell Community Schools",4861,"Burris Elementary School",126,110,126,0,0,0
5085,"Mitchell Community Schools",4863,"Hatfield Elementary School",0,0,0,0,0,0
5085,"Mitchell Community Schools",4924,"Mitchell Jr High School",0,0,0,138,142,127
5085,"Mitchell Community Schools",4925,"Mitchell High School",0,0,0,0,0,0
5245,"Frankton-Lapel Community Schs",5005,"Frankton Jr-Sr High Sch",0,0,0,0,124,104
5245,"Frankton-Lapel Community Schs",5009,"Frankton Elementary School",94,117,103,116,0,0
5245,"Frankton-Lapel Community Schs",5011,"Lapel Sr High School",0,0,0,0,0,0
5245,"Frankton-Lapel Community Schs",5012,"Lapel Middle School",0,0,0,113,110,120
5245,"Frankton-Lapel Community Schs",5025,"Lapel Elementary School",95,115,85,0,0,0
